"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","qualtricsId","responses","invalidEntries","response0","image","imageName","naming_response","Actual.Completion.Code","age","gender","education_level","languages_besides_english","language_1","language_2","language_3","language_4","other_languages","native_language","category","category_plural","typicality_subjective","animal_name","original_image_name","source","final_image_name","final_image_name_ext","image_experiment_name","image_path"
"",22012,"survey-text-columnResponse",8,236020,"0.0-8.0","p30455","0,4,2,5,2,7,6,5","R_3lrasqIN4zyfOjG","{""Q0"":"" chartreux cat""}",0," chartreux cat","lib/images/chartreux_600x600.jpg","chartreux","chartreux cat","nrEpmesNAMINALCdNooRSjym","24","Male","Masters Degree","Yes","english","na","na","na","na","english","cat","cats","typical","chartreux","chartreux_mz_2","https://www.pexels.com/photo/animals-cat-chartreux-mieze-357182/","chartreux","_600x600.jpg","chartreux_600x600.jpg","../images/chartreux_600x600.jpg"
"",18317,"survey-text-columnResponse",9,254540,"0.0-9.0","p30455","0,4,2,5,2,7,6,5","R_3lrasqIN4zyfOjG","{""Q0"":"" husky types""}",0," husky types","lib/images/husky_600x600.jpg","husky","husky types","nrEpmesNAMINALCdNooRSjym","24","Male","Masters Degree","Yes","english","na","na","na","na","english","dog","dogs","typical","siberian husky","husky_hw","https://pixabay.com/photos/dog-husky-sled-dog-animal-2016708/","husky","_600x600.jpg","husky_600x600.jpg","../images/husky_600x600.jpg"
"",32989,"survey-text-columnResponse",10,287740,"0.0-10.0","p30455","0,4,2,5,2,7,6,5","R_3lrasqIN4zyfOjG","{""Q0"":"" cat grabs treat""}",0," cat grabs treat","lib/images/exotic_600x600.jpg","exotic","cat grabs treat","nrEpmesNAMINALCdNooRSjym","24","Male","Masters Degree","Yes","english","na","na","na","na","english","cat","cats","atypical","exotic","exotic_mz_1","https://commons.wikimedia.org/wiki/File:Exotic_Shorthair.jpg","exotic","_600x600.jpg","exotic_600x600.jpg","../images/exotic_600x600.jpg"
"[{""page_index"":0,""viewing_time"":18265}]",18266,"instructions",0,18369,"0.0-0.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","",NA,"","","","","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3601,"survey-text-columnResponse",1,21974,"0.0-1.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3220,"survey-text-columnResponse",2,25420,"0.0-2.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""fish""}",0,"fish","lib/images/lionfish_600x600.jpg","lionfish","fish","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","fish","fish","atypical","lion fish","lionfish_mz","https://unsplash.com/photos/gULJzSnDuZU","lionfish","_600x600.jpg","lionfish_600x600.jpg","../images/lionfish_600x600.jpg"
"",2504,"survey-text-columnResponse",3,28140,"0.0-3.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""fish""}",0,"fish","lib/images/bluetang_600x600.jpg","bluetang","fish","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","fish","fish","typical","blue tang","bluetang_mz_2","https://unsplash.com/photos/9FvTOCfvt_w","bluetang","_600x600.jpg","bluetang_600x600.jpg","../images/bluetang_600x600.jpg"
"",4898,"survey-text-columnResponse",4,33253,"0.0-4.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""pug""}",0,"pug","lib/images/pug_600x600.jpg","pug","pug","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","dog","dogs","atypical","pug","pug_mz","https://commons.wikimedia.org/wiki/File:Mops_oct09_cropped2.jpg","pug","_600x600.jpg","pug_600x600.jpg","../images/pug_600x600.jpg"
"",7961,"survey-text-columnResponse",5,41424,"0.0-5.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""hairless cat""}",0,"hairless cat","lib/images/cornishrex_600x600.jpg","cornishrex","hairless cat","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","cat","cats","atypical","Cornish rex","cornishrex_mz_1","https://commons.wikimedia.org/wiki/File:Cornish_Rex.jpg","cornishrex","_600x600.jpg","cornishrex_600x600.jpg","../images/cornishrex_600x600.jpg"
"",3805,"survey-text-columnResponse",6,45435,"0.0-6.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3745,"survey-text-columnResponse",7,49384,"0.0-7.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""german shepherd""}",0,"german shepherd","lib/images/germanshepherd_600x600.jpg","germanshepherd","german shepherd","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","dog","dogs","typical","german shepherd","germanshepherd_mz_1","https://commons.wikimedia.org/wiki/File:02.Owczarek_niemiecki_u%C5%BCytkowy_kr%C3%B3tkow%C5%82osy_suka.jpg","germanshepherd","_600x600.jpg","germanshepherd_600x600.jpg","../images/germanshepherd_600x600.jpg"
"",3204,"survey-text-columnResponse",8,52792,"0.0-8.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""bird""}",0,"bird","lib/images/sparrow_600x600.jpg","sparrow","bird","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","bird","birds","typical","sparrow","sparrow_mz","https://commons.wikimedia.org/wiki/File:Tree_Sparrow_Japan_Flip.jpg","sparrow","_600x600.jpg","sparrow_600x600.jpg","../images/sparrow_600x600.jpg"
"",7696,"survey-text-columnResponse",9,60702,"0.0-9.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""peacock""}",0,"peacock","lib/images/peacock_600x600.jpg","peacock","peacock","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","bird","birds","atypical","peacock","peacock_boss","BOSS","peacock","_600x600.jpg","peacock_600x600.jpg","../images/peacock_600x600.jpg"
"",2735,"survey-text-columnResponse",10,63648,"0.0-10.0","p306862","4,9,1,8,4,3,3,2","R_3DirwHr1mIN0R7l","{""Q0"":""cat""}",0,"cat","lib/images/toyger_600x600.jpg","toyger","cat","yqWmGzLNAMINALLwLLSrGjbZ","29","Female","Bachelor's Degree","No","","","","","","","cat","cats","typical","toyger","toyger_mz_2","https://www.flickr.com/photos/erlon10/8088944726","toyger","_600x600.jpg","toyger_600x600.jpg","../images/toyger_600x600.jpg"
"[{""page_index"":0,""viewing_time"":15360}]",15361,"instructions",0,15366,"0.0-0.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","",NA,"","","","","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",35166,"survey-text-columnResponse",1,50535,"0.0-1.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""Giraffe""}",0,"Giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8851,"survey-text-columnResponse",2,59590,"0.0-2.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""Cat""}",0,"Cat","lib/images/cornishrex_600x600.jpg","cornishrex","cat","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","cat","cats","atypical","Cornish rex","cornishrex_mz_1","https://commons.wikimedia.org/wiki/File:Cornish_Rex.jpg","cornishrex","_600x600.jpg","cornishrex_600x600.jpg","../images/cornishrex_600x600.jpg"
"",5057,"survey-text-columnResponse",3,64868,"0.0-3.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""owl""}",0,"owl","lib/images/owl_600x600.jpg","owl","owl","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","bird","birds","atypical","owl","owl_boss","BOSS","owl","_600x600.jpg","owl_600x600.jpg","../images/owl_600x600.jpg"
"",43102,"survey-text-columnResponse",4,108175,"0.0-4.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""Bird""}",0,"Bird","lib/images/robin_600x600.jpg","robin","bird","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","bird","birds","typical","robin","robin_mz","https://unsplash.com/photos/rP4IAAk3hGw","robin","_600x600.jpg","robin_600x600.jpg","../images/robin_600x600.jpg"
"",52313,"survey-text-columnResponse",5,160695,"0.0-5.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""Dalmatian""}",0,"Dalmatian","lib/images/dalmatian_600x600.jpg","dalmatian","dalmatian","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","dog","dogs","typical","dalmatian","dalmatian_boss","BOSS","dalmatian","_600x600.jpg","dalmatian_600x600.jpg","../images/dalmatian_600x600.jpg"
"",6586,"survey-text-columnResponse",6,167486,"0.0-6.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""Horse""}",0,"Horse","lib/images/horse.jpg","horse.jpg","horse","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",24488,"survey-text-columnResponse",7,192193,"0.0-7.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""pufferfish""}",0,"pufferfish","lib/images/pufferfish_600x600.jpg","pufferfish","pufferfish","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","fish","fish","atypical","pufferfish","pufferfish_er","EmbersonRubenstein","pufferfish","_600x600.jpg","pufferfish_600x600.jpg","../images/pufferfish_600x600.jpg"
"",102379,"survey-text-columnResponse",8,294776,"0.0-8.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""dog""}",0,"dog","lib/images/yorkshireterrier_600x600.jpg","yorkshireterrier","dog","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","dog","dogs","atypical","yorkshire terrier","yorkshireterrier_hw","https://pixabay.com/photos/yorkshire-terrier-terrier-dog-361730/","yorkshireterrier","_600x600.jpg","yorkshireterrier_600x600.jpg","../images/yorkshireterrier_600x600.jpg"
"",4737,"survey-text-columnResponse",9,299718,"0.0-9.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""cat""}",0,"cat","lib/images/shorthair_calico_600x600.jpg","shorthair_calico","cat","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","cat","cats","typical","british shorthair","britishshorthair_calico_mz","https://commons.wikimedia.org/wiki/File:British_shorthair_with_calico_coat_(2).jpg","shorthair_calico","_600x600.jpg","shorthair_calico_600x600.jpg","../images/shorthair_calico_600x600.jpg"
"",47635,"survey-text-columnResponse",10,347560,"0.0-10.0","p310005","3,7,1,3,7,2,4,6","R_1kIlVa8l0rlIfu6","{""Q0"":""koi fish""}",0,"koi fish","lib/images/koi_600x600.jpg","koi","koi fish","fAicscyNAMINALCeglzPMAfQ","30","Female","Bachelor's Degree","No","","","","","","","fish","fish","typical","koi","koi_mz","https://www.flickr.com/photos/oregonstateuniversity/13311666853","koi","_600x600.jpg","koi_600x600.jpg","../images/koi_600x600.jpg"
"[{""page_index"":0,""viewing_time"":2523}]",2528,"instructions",0,2539,"0.0-0.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","",NA,"","","","","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5547,"survey-text-columnResponse",1,8104,"0.0-1.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",4139,"survey-text-columnResponse",2,12457,"0.0-2.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""parrot""}",0,"parrot","lib/images/parrot_600x600.jpg","parrot","parrot","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","bird","birds","typical","parrot","parrot_boss","BOSS","parrot","_600x600.jpg","parrot_600x600.jpg","../images/parrot_600x600.jpg"
"",3263,"survey-text-columnResponse",3,15931,"0.0-3.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""dog""}",0,"dog","lib/images/goldenretriever_600x600.jpg","goldenretriever","dog","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","dog","dogs","typical","golden retriever","goldenretriever_hw","https://pixabay.com/photos/dog-lake-constance-golden-retriever-1994692/","goldenretriever","_600x600.jpg","goldenretriever_600x600.jpg","../images/goldenretriever_600x600.jpg"
"",2974,"survey-text-columnResponse",4,19119,"0.0-4.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""dog""}",0,"dog","lib/images/greyhound_600x600.jpg","greyhound","dog","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","dog","dogs","atypical","greyhound","greyhound_BOSS","BOSS","greyhound","_600x600.jpg","greyhound_600x600.jpg","../images/greyhound_600x600.jpg"
"",3286,"survey-text-columnResponse",5,22616,"0.0-5.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""fish""}",0,"fish","lib/images/bass_600x600.jpg","bass","fish","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","fish","fish","typical","bass","rockbass_boss","BOSS","bass","_600x600.jpg","bass_600x600.jpg","../images/bass_600x600.jpg"
"",3699,"survey-text-columnResponse",6,26532,"0.0-6.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7989,"survey-text-columnResponse",7,34738,"0.0-7.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""catfish""}",0,"catfish","lib/images/catfish_600x600.jpg","catfish","catfish","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","fish","fish","atypical","catfish","catfish_hw","https://commons.wikimedia.org/wiki/File:Blue_catfish_tenn_aquarium.JPG","catfish","_600x600.jpg","catfish_600x600.jpg","../images/catfish_600x600.jpg"
"",3734,"survey-text-columnResponse",8,38683,"0.0-8.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""cat""}",0,"cat","lib/images/siberian_600x600.jpg","siberian","cat","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","cat","cats","atypical","siberian","siberian_mz_3","https://commons.wikimedia.org/wiki/File:Siberian_Forest_Cat.jpg","siberian","_600x600.jpg","siberian_600x600.jpg","../images/siberian_600x600.jpg"
"",2947,"survey-text-columnResponse",9,41841,"0.0-9.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""cat""}",0,"cat","lib/images/britishshorthair_600x600.jpg","britishshorthair","cat","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","cat","cats","typical","british shorthair","britishshorthair_mz_2","https://commons.wikimedia.org/wiki/File:British_Shorthair._Female._18_months_old.jpg","britishshorthair","_600x600.jpg","britishshorthair_600x600.jpg","../images/britishshorthair_600x600.jpg"
"",3140,"survey-text-columnResponse",10,45192,"0.0-10.0","p3166","3,5,6,2,3,4,1,1","R_1ewUlrPIzmIbM3f","{""Q0"":""owl""}",0,"owl","lib/images/owl_600x600.jpg","owl","owl","jeJQUTCNAMINALvUceyLmwPW","23","Male","Bachelor's Degree","Yes","Bangla","","","","","","bird","birds","atypical","owl","owl_boss","BOSS","owl","_600x600.jpg","owl_600x600.jpg","../images/owl_600x600.jpg"
"[{""page_index"":0,""viewing_time"":6155}]",6155,"instructions",0,6176,"0.0-0.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","",NA,"","","","","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",4991,"survey-text-columnResponse",1,11169,"0.0-1.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Horse""}",0,"Horse","lib/images/horse.jpg","horse.jpg","horse","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7543,"survey-text-columnResponse",2,18914,"0.0-2.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Siamese Cat""}",0,"Siamese Cat","lib/images/siamese_600x600.jpg","siamese","siamese cat","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","cat","cats","atypical","siamese","siamesecat_hw_2","https://pixabay.com/photos/cat-siamese-cat-fur-kitten-2068462/","siamese","_600x600.jpg","siamese_600x600.jpg","../images/siamese_600x600.jpg"
"",7120,"survey-text-columnResponse",3,26237,"0.0-3.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Pigeon""}",0,"Pigeon","lib/images/seagull_600x600.jpg","seagull","pigeon","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","bird","birds","typical","seagull","seagull_mz","https://unsplash.com/photos/qrP9Q4ttNLs","seagull","_600x600.jpg","seagull_600x600.jpg","../images/seagull_600x600.jpg"
"",2572,"survey-text-columnResponse",4,29011,"0.0-4.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Cat""}",0,"Cat","lib/images/chartreux_600x600.jpg","chartreux","cat","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","cat","cats","typical","chartreux","chartreux_mz_2","https://www.pexels.com/photo/animals-cat-chartreux-mieze-357182/","chartreux","_600x600.jpg","chartreux_600x600.jpg","../images/chartreux_600x600.jpg"
"",5186,"survey-text-columnResponse",5,34399,"0.0-5.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Seahorse""}",0,"Seahorse","lib/images/seahorse_600x600.jpg","seahorse","seahorse","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","fish","fish","atypical","seahorse","seahorse_mz_1","https://unsplash.com/photos/fG1fdervp1E","seahorse","_600x600.jpg","seahorse_600x600.jpg","../images/seahorse_600x600.jpg"
"",2603,"survey-text-columnResponse",6,37205,"0.0-6.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Giraffe""}",0,"Giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",16236,"survey-text-columnResponse",7,53643,"0.0-7.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Black Labrador""}",0,"Black Labrador","lib/images/labrador_600x600.jpg","labrador","black labrador","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","dog","dogs","typical","labrador retriever","labrador_mz_1","https://commons.wikimedia.org/wiki/File:Black_labrador_retriever.jpg","labrador","_600x600.jpg","labrador_600x600.jpg","../images/labrador_600x600.jpg"
"",2949,"survey-text-columnResponse",8,56795,"0.0-8.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Fish""}",0,"Fish","lib/images/bass_600x600.jpg","bass","fish","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","fish","fish","typical","bass","rockbass_boss","BOSS","bass","_600x600.jpg","bass_600x600.jpg","../images/bass_600x600.jpg"
"",3794,"survey-text-columnResponse",9,60791,"0.0-9.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Toucan""}",0,"Toucan","lib/images/toucan_600x600.jpg","toucan","toucan","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","bird","birds","atypical","toucan","toucan_boss","BOSS","toucan","_600x600.jpg","toucan_600x600.jpg","../images/toucan_600x600.jpg"
"",3258,"survey-text-columnResponse",10,64252,"0.0-10.0","p322483","7,8,5,5,6,5,6,1","R_2wABLqRI4soPlf6","{""Q0"":""Dog""}",0,"Dog","lib/images/sheepdog_600x600.jpg","sheepdog","dog","vttzafJNAMINALkBzbjKoayz","24","Male","Some College","No","","","","","","","dog","dogs","atypical","sheepdog","sheepdog_er","EmbersonRubenstein","sheepdog","_600x600.jpg","sheepdog_600x600.jpg","../images/sheepdog_600x600.jpg"
"[{""page_index"":0,""viewing_time"":9284}]",9285,"instructions",0,9348,"0.0-0.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","",NA,"","","","","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",53907,"survey-text-columnResponse",1,63260,"0.0-1.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Giraffe""}",0,"Giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",102317,"survey-text-columnResponse",2,165794,"0.0-2.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Eurasian tree sparrow""}",0,"Eurasian tree sparrow","lib/images/sparrow_600x600.jpg","sparrow","eurasian tree sparrow","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","bird","birds","typical","sparrow","sparrow_mz","https://commons.wikimedia.org/wiki/File:Tree_Sparrow_Japan_Flip.jpg","sparrow","_600x600.jpg","sparrow_600x600.jpg","../images/sparrow_600x600.jpg"
"",26227,"survey-text-columnResponse",3,192226,"0.0-3.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""White sturgeon""}",0,"White sturgeon","lib/images/sturgeon_600x600.jpg","sturgeon","white sturgeon","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","fish","fish","atypical","sturgeon","sturgeon_boss","BOSS","sturgeon","_600x600.jpg","sturgeon_600x600.jpg","../images/sturgeon_600x600.jpg"
"",22185,"survey-text-columnResponse",4,214618,"0.0-4.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Dalmatian""}",0,"Dalmatian","lib/images/dalmatian_600x600.jpg","dalmatian","dalmatian","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","dog","dogs","typical","dalmatian","dalmatian_boss","BOSS","dalmatian","_600x600.jpg","dalmatian_600x600.jpg","../images/dalmatian_600x600.jpg"
"",26436,"survey-text-columnResponse",5,241258,"0.0-5.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Toyger""}",0,"Toyger","lib/images/toyger_600x600.jpg","toyger","toyger","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","cat","cats","typical","toyger","toyger_mz_2","https://www.flickr.com/photos/erlon10/8088944726","toyger","_600x600.jpg","toyger_600x600.jpg","../images/toyger_600x600.jpg"
"",17121,"survey-text-columnResponse",6,258595,"0.0-6.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Sorrel""}",0,"Sorrel","lib/images/horse.jpg","horse.jpg","sorrel","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",19460,"survey-text-columnResponse",7,278259,"0.0-7.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Pug""}",0,"Pug","lib/images/pug_600x600.jpg","pug","pug","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","dog","dogs","atypical","pug","pug_mz","https://commons.wikimedia.org/wiki/File:Mops_oct09_cropped2.jpg","pug","_600x600.jpg","pug_600x600.jpg","../images/pug_600x600.jpg"
"",21531,"survey-text-columnResponse",8,299995,"0.0-8.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Coral reef fish""}",0,"Coral reef fish","lib/images/bluetang_600x600.jpg","bluetang","coral reef fish","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","fish","fish","typical","blue tang","bluetang_mz_2","https://unsplash.com/photos/9FvTOCfvt_w","bluetang","_600x600.jpg","bluetang_600x600.jpg","../images/bluetang_600x600.jpg"
"",19165,"survey-text-columnResponse",9,319366,"0.0-9.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Eagle""}",0,"Eagle","lib/images/vulture_600x600.jpg","vulture","eagle","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","bird","birds","atypical","vulture","vulture_boss","BOSS","vulture","_600x600.jpg","vulture_600x600.jpg","../images/vulture_600x600.jpg"
"",23068,"survey-text-columnResponse",10,342636,"0.0-10.0","p323412","9,9,7,8,4,2,8,2","R_2WNmGOUSWJAZjfd","{""Q0"":""Minsk""}",0,"Minsk","lib/images/sphynx_600x600.jpg","sphynx","minsk","kgnGIWoNAMINALZdetpfAUee","24","Male","Bachelor's Degree","Yes","English","English","English","English","","english","cat","cats","atypical","sphynx","sphynx_mz_4","https://commons.wikimedia.org/wiki/File:Sphynx_-_cat._img_046.jpg","sphynx","_600x600.jpg","sphynx_600x600.jpg","../images/sphynx_600x600.jpg"
